country,ISO3 Alpha-code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sweden,SWE,16877.243,15396.745,13576.621,12470.948,12976.142,13549.507,17852.72,21629.289,24339.27,25412.176,30253.863,31490.221,32584.883,24351.052,25978.285,30246.923,32986.123,30307.156,30585.081,30928.571,29589.141,27207.49,29846.186,37249.257,42736.876,43349.851,46425.841,53496.534,55929.862,46734.909,52658.794,60540.218,57816.023,60845.007,59704.814,51274.278,51590.473,53459.072,54295.731,51694.498,52129.129,58639.194,61680.598
Switzerland,CHE,19463.945,17725.794,18022.269,17864.541,17049.723,17230.781,24576.927,30563.656,32818.824,31478.186,39888.213,39868.407,40911.467,39386.136,43241.988,50329.762,48254.479,41697.283,42809.617,41857.869,39073.979,39946.655,42807.414,49683.005,55006.03,56660.701,59505.877,65774.861,75076.973,72460.746,77431.92,91699.23,87037.301,88721.54,90258.364,85238.522,83515.544,83700.471,86762.015,85721.728,87366.598,93515.484,98770.706
Syria,SYR,1421.836,1763.344,1784.577,1849.427,1839.915,1965.139,2284.039,2823.157,1389.823,800.859,967.145,972.175,983.575,995.061,1060.707,1133.162,1186.162,1080.812,1028.169,1043.174,1202.891,1236.897,1305.087,1208.885,1361.499,1510.392,1726.028,2016.052,2557.211,2557.267,2806.685,2691,2005,1640,1816,1535,1535,1535,1535,1535,1535,1535,1535
Tajikistan,TJK,537,537,537,537,537,537,537,537,537,537,537,504,52.622,121.645,147.923,100.448,183.374,192.58,222.282,177.712,159.417,167.035,187.958,236.394,308.844,337.129,401.586,519.025,702.445,666.024,738.287,834.52,949.648,1040.15,1105.197,919.073,795.981,800.802,825.77,873.499,843.974,839.18,890.169
Tanzania,TZA,602.924,699.181,778.244,772.741,682.028,596.872,732.197,350.129,324.721,271.496,211.031,237.573,213.148,190.679,195.663,221.366,266.49,307.987,370.188,370.918,380.08,377.469,382.354,401.069,428.927,459.757,491.056,551.781,683.137,693.025,732.315,768.16,867.857,970.348,1030.74,947.897,966.29,1002.869,1036.93,1079.684,1110.372,1159.193,1211.768
Thailand,THA,705.484,744.913,767.41,824.445,845.08,772.393,840.315,967.712,1160.538,1338.257,1564.175,1769.043,1999.204,2209.362,2491.433,2846.59,3043.982,2468.182,1845.829,2031.165,2003.605,1890.25,2094.257,2356.968,2657.909,2890.482,3366.815,3973.994,4373.451,4208.355,5073.705,5493.743,5862.993,6168.708,5952.377,5837.807,5995.205,6596.224,7293.885,7816.23,7187.855,7808.663,8356.182
Timor-Leste,TLS,409.156,409.156,409.156,409.156,409.156,409.156,409.156,409.156,409.156,409.156,409.156,409.156,409.156,409.156,409.156,409.156,409.156,409.156,409.156,409.156,409.156,525.331,509.279,523.851,462.954,476.785,458.878,537.236,627.16,683.31,806.413,947.511,1013.043,1210.04,1232.454,1332.792,1353.747,1286.407,1230.225,1560.509,1347.864,1262.722,1301.323
Togo,TGO,732.897,588.837,478.885,439.532,388.995,393.789,533.68,607.02,655.62,625.669,734.496,709.219,728.16,543.292,411.811,530.121,563.017,555.862,509.651,495.79,409.01,395.011,442.767,535.374,557.462,548.802,550.519,606.782,736.985,728.528,721.037,791.925,771.891,838.357,864.996,770.358,802.935,830.452,901.932,893.161,915.625,1000.438,1075.567
Tonga,TON,770.303,850.554,843.209,818.461,854.275,802.926,959.286,1037.126,1213.22,1461.359,1498.504,1750.858,1832.835,1884.492,1948.137,2123.283,2228.293,2263.661,2153.245,1994.282,2045.81,1818.184,1828.634,2015.247,2288.897,2587.295,2876.124,2925.938,3367.714,3046.764,3569.101,4014.77,4557.282,4386.109,4303.818,4298.224,4178.289,4577.004,4836.444,5150.551,4978.802,5009.784,5398.003
Trinidad and Tobago,TTO,5847.707,6454.418,7393.152,6939.437,6831.216,6411.214,4121.173,4085.591,3798.754,3625.717,4221.813,4392.869,4474.142,3743.583,4027.423,4322.255,4658.874,4632.813,4872.619,5478.856,6545.953,7046.379,7162.514,8931.032,10442.168,12471.953,14280.042,16818.278,21479.282,14809.02,16957.433,19300.833,19157.448,20143.458,20270.948,18214.365,16256.456,16173.659,17037.954,16637.108,15424.821,15352.721,16323.032
Tunisia,TUN,1482.823,1390.414,1309.899,1322.84,1286.6,1271.845,1312.226,1382.408,1411.506,1386.015,1636.643,1687.19,1973.446,1814.879,1903.845,2156.454,2299.375,2210.809,2295.188,2388.986,2213.949,2254.913,2345.99,2762.051,3112.91,3194.48,3371.538,3778.891,4308.911,4131.023,4140.465,4256.837,4137.572,4198.849,4274.467,3829.495,3665.678,3436.203,3442.696,3324.127,3294.88,3555.587,3747.541
Turkey,TUR,2133.685,2113.068,1876.637,1753.332,1668.464,1835.181,1983.05,2260.66,2333.225,2707.896,3738.161,3691.37,3818.769,4261.644,3026.717,3880.859,4099.228,4221.923,4384.471,4020.272,4237.961,3082.899,3617.23,4684.698,6015.665,7350.887,7961.078,9640.571,10778.131,8941.404,10533.45,11221.402,11637.915,12488.968,12079.287,10973.586,10891.19,10628.898,9507.996,9145.769,8610.029,9406.575,9863.961
Turkmenistan,TKM,839,839,839,839,839,839,839,839,839,839,839,804,409.7,2288.146,1888.785,2388.869,949.573,1053.191,1109.02,1476.502,1900.259,2594.454,3221.222,4186.324,5147.982,6160.906,7588.66,9101.867,7452.444,6915.08,6855.9,8726.748,9824.927,9899.533,10591.664,7575.883,6823.713,7248.37,7064.883,7899.961,7673.596,8843.868,9939.11
Turks and Caicos Islands,TCA,3833.17977,3736.90823,3563.350684,3422.983189,3381.59952,3359.112872,3697.645633,4219.256179,4575.116224,4717.503541,5361.90776,5424.291964,5651.334102,5463.77573,5799.485158,6526.192684,6752.286944,6635.88151,6554.658908,6731.78849,6836.055158,6757.021148,7105.017847,8240.286291,9378.864153,10243.47153,11091.15706,12609.75132,13793.70065,12243.72349,13042.85937,14558.35739,14443.44201,14820.53212,14924.38666,13276.79571,13301.65389,14069.55549,14971.81152,14787.77617,13660.00586,15307.00016,16349.13741
Tuvalu,TUV,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1120,1176,1047,1244,1275,1349,1441,1391,1470,1302,1356,1741.529,2075.674,2385.564,2348.707,2464.219,2865.977,3186.846,2759.034,3133.042,3777.342,3609.113,3615.373,3583.652,3396.69,3798.272,4255.25,4507.665,5052.111,5105.926,6004.1,6455.941
Uganda,UGA,664.574,1044.13,703.042,779.82,581.032,514.181,494.509,768.935,767.651,599.952,472.193,238.48,216.036,247.107,346.255,401.893,401.413,423.918,402.455,370.515,355.466,347.812,361.953,361.772,430.758,483.032,527.739,634.361,784.496,815.808,808.713,872.039,950.56,964.833,960.698,773.276,809.568,833.42,881.5,954.253,925.264,1018.436,1074.676
Ukraine,UKR,1823,1823,1823,1823,1823,1823,1823,1823,1823,1823,1823,1720,427.863,677.261,740.97,752.339,914.348,1037.893,874.265,664.99,664.376,784.864,885.315,1055.946,1374.753,1839.515,2319.286,3101.388,3944.724,2557.279,2982.814,3589.632,3872.534,3968.854,3053.608,2124.33,2200.002,2655.661,3118.268,3690.071,3741.06,4384.237,4958.312
United Arab Emirates,ARE,40014.582,40910.917,35767.654,31690.067,29017.094,27035.998,20533.019,21644.071,18435.195,20478.526,26621.511,25847.406,25960.965,25654.369,25762.53,26394.423,29058.859,29523.485,25897.653,27321.043,34688.979,32621.292,32790.711,35017.312,39304.507,43984.093,44313.551,41472.246,39074.713,30920.425,35065.935,41775.701,43932.903,45040.067,45817.068,40064.448,39144.669,41443.891,45075.57,43900.15,38661.176,43537.689,44752.862
United Kingdom,GBR,10722.219,10427.132,9925.572,9455.138,8944.86,9494.257,11556.813,14312.475,17386.502,17650.676,20854.865,21725.34,22385.424,19997.185,21425.4,23125.857,24359.369,26726.497,28247.544,28672.042,28212.729,27727.892,30032.213,34421.364,40252.449,41971.804,44549.727,50467.113,47753.722,38885.076,39579.618,42044.616,42453.471,43444.632,47480.801,45053.488,41177.828,40349.865,43063.738,42416.598,40394.127,46200.258,50879.451
United States,USA,12552.943,13948.701,14404.994,15513.679,17086.441,18199.32,19034.766,20000.968,21375.999,22814.077,23847.977,24302.776,25392.931,26364.192,27674.021,28671.48,29946.973,31440.087,32833.666,34496.241,36312.782,37101.453,37945.761,39405.354,41641.617,44034.256,46216.853,47943.353,48470.553,47102.428,48586.288,50008.108,51736.738,53245.516,55083.507,56729.681,57839.992,59885.714,62769.664,65051.88,63358.489,69375.375,74725.001
Uruguay,URY,4139.894,4588.983,3727.408,2032.97,1920.896,1865.107,2302.543,2864.701,2946.361,3088.005,3573.099,4281.106,4890.509,5663.12,6534.597,7171.511,7577.012,7925.923,8329.081,7814.547,7405.972,6776.82,4425.116,3926.713,4456.8,5637.982,6347.279,7587.881,9808.916,10181.702,12883.878,15267.777,16253.468,18167.344,18003.214,16692.648,16446.227,18388.305,18472.857,17601.265,16023.35,16965.081,17930.509
Uzbekistan,UZB,719,719,719,719,719,719,719,719,719,719,719,723,209.573,315.613,366.873,561.752,754.528,772.325,773.322,868.991,702.209,587.633,481.995,499.329,585.221,689.391,811.157,1048.715,1324.54,1523.417,1777.487,2067.524,2284.525,2440.258,2651.384,2761.29,2712.808,1899.657,1611.233,1801.428,1767.493,1901.492,2078.944
Vanuatu,VUT,1053.849,956.137,930.89,931.689,1111.403,976.747,918.675,989.126,1092.048,1054.904,1141.043,1333.385,1357.696,1277.011,1422.849,1479.565,1511.705,1537.62,1441.112,1435.664,1422.228,1317.091,1313.463,1542.059,1743.287,1824.505,1985.357,2308.554,2540.715,2519.625,2719.254,3007.564,2934.853,2940.193,2947.953,2771.657,2844.132,3158.835,3256.321,3147.047,3090.469,3235.205,3355.574
Venezuela,VEN,4671.078,5085.58,5041.589,4883.234,3447.45,3472.186,3488.564,2619.24,3292.792,2378.158,2492.939,2685.293,2968.496,2876.077,2741.979,3559.77,3174.631,3778.537,3970.433,4133.37,4820.646,4963.916,3778.255,3266.095,4311.999,5421.656,6646.803,8538.102,11079.069,9557.55,11158.18,12180.028,11993.39,8695.044,6747.666,10568.1,9092.02,4725.05,3404.428,2299.308,1690.659,1627.353,1617.763
Vietnam,VNM,652.593,318.521,414.347,612.565,1044.409,318.956,705.99,856.91,464.581,123.364,121.715,141.111,178.973,234.983,285.953,358.661,419.063,449.338,448.119,465.248,498.579,513.197,546.555,610.357,756.981,873.136,996.255,1152.267,1446.562,1481.442,1628.013,1949.826,2197.619,2369.973,2566.854,2581.907,2720.168,2957.899,3201.686,3398.214,3522.51,3742.858,4187.471
Virgin Islands (U.S.),VIR,3833.17977,3736.90823,3563.350684,3422.983189,3381.59952,3359.112872,3697.645633,4219.256179,4575.116224,4717.503541,5361.90776,5424.291964,5651.334102,5463.77573,5799.485158,6526.192684,6752.286944,6635.88151,6554.658908,6731.78849,6836.055158,6757.021148,7105.017847,8240.286291,9378.864153,10243.47153,11091.15706,12609.75132,13793.70065,12243.72349,13042.85937,14558.35739,14443.44201,14820.53212,14924.38666,13276.79571,13301.65389,14069.55549,14971.81152,14787.77617,13660.00586,15307.00016,16349.13741
West Bank and Gaza,,1227.237,1227.237,1227.237,1227.237,1227.237,1227.237,1227.237,1227.237,1227.237,1227.237,1227.237,1227.237,1227.237,1227.237,1227.237,1322.057,1296.081,1350.947,1416.578,1441.889,1412.75,1275.685,1102.5,1197.161,1350.906,1461.093,1480.704,1563.701,1913.316,2061.558,2406.261,2711.917,2888.598,3122.985,3158.599,3084.132,3325.846,3407.307,3353.225,3442.754,3050.546,3320.853,3514.222
Yemen,YEM,1046.183,1046.183,1046.183,1046.183,1046.183,1046.183,1046.183,1046.183,1046.183,1046.183,1046.183,1158.438,1351.436,1558.429,1919.182,840.832,411.266,418.526,374.911,439.292,539.641,532.421,560.031,597.771,682.148,797.704,881.648,971.326,1171.169,1060.926,1266.787,1302.302,1367.715,1515.946,1574.246,1500.671,1075.025,895.427,701.126,691.587,580.221,585.003,587.408
Zambia,ZMB,718.795,718.743,672.013,562.441,448.532,412.851,276.151,332.268,543.316,561.832,509.752,446.778,424.949,405.587,405.544,410.542,378.71,440.701,352.627,330.283,340.164,356.323,376.468,429.01,530.54,691.554,1030.685,1103.688,1365.933,1135.008,1456.052,1635.168,1724.628,1839.334,1726.647,1310.458,1254.12,1500.962,1480.42,1272.238,1023.163,1115.272,1195.777
Zimbabwe,ZWE,981,1136,1164,1017,799,852,905,946,1060,1086,1036.534,936.263,748.65,702.439,714.032,717.092,849.876,881.223,1029.202,1003.834,969.824,964.08,922.878,822.472,806.898,764.632,677.881,646.558,553.376,790.352,975.851,1131.836,1310.366,1421.548,1415.027,1425.014,1444.263,1526.712,1606.111,1314.09,1443.415,1664.758,1757.985
